"abs"	"ord"	Clust2	Segregation	Seg_High	Seg_Medium	Seg_Low	Seg_No
253	-117	1	Orange	Orange	Green	Orange	Orange
118	-15	1	Orange	Orange	Green	Orange	Green
-304	296	2	Green	Green	Orange	Green	Orange
35	12	1	Orange	Orange	Orange	Green	Green
-252	206	2	Green	Green	Green	Green	Green
109	134	1	Orange	Orange	Orange	Green	Orange
-341	69	2	Green	Green	Green	Green	Orange
-366	144	2	Green	Green	Green	Orange	Orange
-104	-50	2	Green	Green	Green	Orange	Green
206	-76	1	Orange	Orange	Green	Orange	Orange
-399	281	2	Green	Green	Green	Orange	Green
-272	64	2	Green	Orange	Green	Orange	Orange
-284	-16	2	Green	Orange	Orange	Orange	Green
16	215	1	Orange	Orange	Green	Green	Orange
88	-39	1	Orange	Orange	Orange	Orange	Orange
-302	-251	2	Green	Green	Green	Green	Orange
219	-48	1	Orange	Orange	Orange	Orange	Green
12	-195	1	Orange	Orange	Orange	Orange	Green
76	71	1	Orange	Green	Orange	Orange	Green
281	-77	1	Orange	Orange	Orange	Orange	Orange
274	-167	1	Orange	Orange	Orange	Orange	Orange
56	-84	1	Orange	Orange	Orange	Orange	Orange
-59	20	2	Green	Green	Green	Orange	Green
-290	178	2	Green	Green	Green	Green	Green
-270	163	2	Green	Green	Green	Green	Orange
348	254	1	Orange	Orange	Orange	Orange	Green
30	-20	1	Orange	Orange	Orange	Orange	Orange
398	298	1	Orange	Orange	Orange	Orange	Green
-17	-172	1	Orange	Orange	Orange	Green	Green
219	-171	1	Orange	Orange	Orange	Orange	Green
-26	-193	1	Orange	Orange	Orange	Green	Green
110	-145	1	Orange	Orange	Orange	Orange	Green
-195	183	2	Green	Orange	Green	Green	Green
-76	-201	2	Green	Green	Green	Orange	Green
-263	286	2	Green	Green	Green	Green	Orange
-346	-279	2	Green	Green	Orange	Orange	Orange
277	195	1	Orange	Green	Orange	Orange	Orange
40	-275	1	Orange	Orange	Green	Orange	Orange
244	-268	1	Orange	Orange	Orange	Orange	Orange
212	8	1	Orange	Orange	Orange	Green	Green
114	-130	1	Orange	Orange	Orange	Orange	Green
-47	-40	2	Green	Green	Green	Green	Orange
120	-1	1	Orange	Orange	Orange	Orange	Orange
20	-293	1	Orange	Orange	Orange	Green	Green
294	-150	1	Orange	Orange	Orange	Green	Green
-319	-187	2	Green	Green	Orange	Green	Green
310	-212	1	Orange	Green	Orange	Orange	Orange
102	-53	1	Orange	Green	Orange	Orange	Orange
-109	-124	2	Green	Green	Green	Orange	Green
282	-143	1	Orange	Orange	Orange	Orange	Orange
-244	127	2	Green	Green	Green	Green	Green
-172	115	2	Green	Green	Green	Green	Green
194	60	1	Orange	Orange	Orange	Orange	Green
-105	-72	2	Green	Green	Orange	Orange	Orange
103	-190	1	Orange	Orange	Orange	Orange	Green
61	85	1	Orange	Green	Orange	Orange	Orange
-158	177	2	Green	Green	Green	Orange	Orange
-59	-6	2	Green	Green	Green	Green	Green
-76	-264	2	Green	Green	Orange	Orange	Green
-287	-212	2	Green	Green	Green	Orange	Orange
38	123	1	Orange	Orange	Orange	Orange	Orange
30	-97	1	Orange	Orange	Orange	Orange	Green
238	-239	1	Orange	Orange	Green	Orange	Green
256	97	1	Orange	Orange	Orange	Green	Green
-352	143	2	Green	Green	Orange	Orange	Green
266	239	1	Orange	Orange	Green	Orange	Green
-70	-122	2	Green	Green	Orange	Green	Green
-33	15	2	Green	Green	Green	Orange	Green
-234	-208	2	Green	Green	Orange	Green	Green
75	101	1	Orange	Orange	Green	Orange	Green
287	-174	1	Orange	Orange	Orange	Green	Orange
294	179	1	Orange	Green	Orange	Orange	Green
288	14	1	Orange	Orange	Orange	Green	Green
224	-249	1	Orange	Green	Orange	Orange	Green
45	197	1	Orange	Orange	Orange	Green	Orange
