"abs"	"ord"	Clust2	Segregation	Seg_High	Seg_Medium	Seg_Low	Seg_No
-29	-126	1	Orange	Orange	Orange	Orange	Orange
362	152	2	Green	Green	Green	Green	Green
228	66	2	Green	Green	Green	Green	Orange
211	245	2	Green	Green	Green	Green	Orange
-198	-277	1	Orange	Orange	Green	Orange	Green
181	293	2	Green	Green	Green	Green	Orange
331	-45	2	Green	Green	Green	Green	Orange
239	-159	2	Green	Green	Green	Green	Orange
347	-224	2	Green	Orange	Green	Orange	Green
256	275	2	Green	Green	Green	Orange	Green
-396	-97	1	Orange	Orange	Green	Orange	Green
-202	-227	1	Orange	Orange	Green	Orange	Green
203	-234	2	Green	Green	Green	Orange	Green
286	-40	2	Green	Green	Green	Green	Green
99	-56	2	Green	Green	Green	Orange	Orange
172	81	2	Green	Green	Green	Green	Orange
383	86	2	Green	Green	Orange	Green	Orange
353	-55	2	Green	Green	Green	Green	Orange
-338	-219	1	Orange	Orange	Green	Green	Green
-136	-108	1	Orange	Orange	Green	Orange	Orange
40	218	2	Green	Green	Orange	Orange	Orange
-364	-28	1	Orange	Orange	Orange	Orange	Green
-340	-107	1	Orange	Green	Orange	Orange	Green
248	-17	2	Green	Green	Green	Green	Green
-183	248	1	Orange	Orange	Orange	Green	Orange
-29	-72	1	Orange	Orange	Orange	Orange	Green
-275	281	1	Orange	Orange	Orange	Orange	Green
138	23	2	Green	Green	Green	Green	Green
248	102	2	Green	Green	Green	Green	Orange
-33	-80	1	Orange	Green	Green	Orange	Green
-41	46	1	Orange	Orange	Orange	Orange	Orange
243	57	2	Green	Green	Green	Green	Orange
-395	-251	1	Orange	Orange	Orange	Orange	Orange
-374	-185	1	Orange	Orange	Orange	Green	Green
-337	-24	1	Orange	Orange	Orange	Orange	Green
219	236	2	Green	Green	Orange	Green	Green
-379	27	1	Orange	Orange	Green	Orange	Orange
214	269	2	Green	Green	Green	Green	Green
-318	-155	1	Orange	Green	Orange	Green	Green
-94	250	2	Green	Green	Green	Green	Green
-136	-62	1	Orange	Orange	Orange	Green	Green
-24	162	2	Green	Green	Green	Green	Green
-81	-280	1	Orange	Orange	Orange	Orange	Orange
-241	-63	1	Orange	Orange	Orange	Orange	Green
-84	-84	1	Orange	Orange	Green	Orange	Green
226	-251	2	Green	Green	Green	Orange	Green
-34	211	2	Green	Green	Green	Orange	Green
176	103	2	Green	Green	Green	Orange	Orange
-236	-139	1	Orange	Orange	Orange	Green	Green
-152	-108	1	Orange	Orange	Orange	Orange	Green
152	-36	2	Green	Green	Green	Orange	Green
18	61	2	Green	Green	Green	Orange	Green
-199	257	1	Orange	Orange	Green	Orange	Green
-267	-299	1	Orange	Orange	Orange	Orange	Green
-5	287	2	Green	Orange	Green	Orange	Orange
318	28	2	Green	Green	Green	Green	Orange
301	213	2	Green	Green	Green	Green	Orange
70	95	2	Green	Green	Green	Green	Orange
233	160	2	Green	Green	Green	Green	Orange
-206	242	1	Orange	Orange	Green	Orange	Green
73	2	2	Green	Green	Green	Orange	Orange
-398	-44	1	Orange	Green	Green	Orange	Orange
-325	-181	1	Orange	Orange	Orange	Green	Orange
292	-76	2	Green	Green	Green	Orange	Orange
-129	90	1	Orange	Orange	Orange	Orange	Orange
166	28	2	Green	Green	Green	Orange	Green
152	120	2	Green	Orange	Green	Green	Green
156	249	2	Green	Green	Green	Orange	Green
-28	65	2	Green	Green	Green	Orange	Green
32	42	2	Green	Green	Green	Orange	Green
-163	137	1	Orange	Orange	Green	Orange	Orange
58	123	2	Green	Green	Green	Green	Green
-79	78	1	Orange	Orange	Orange	Orange	Green
22	204	2	Green	Green	Orange	Green	Orange
-378	57	1	Orange	Orange	Green	Orange	Orange
