"abs"	"ord"	Clust2	Segregation	Seg_High	Seg_Medium	Seg_Low	Seg_No
207	-141	1	Orange	Orange	Green	Green	Green
86	-77	1	Orange	Orange	Orange	Orange	Green
-225	44	2	Green	Green	Green	Green	Green
-217	245	2	Green	Green	Orange	Orange	Orange
-278	-179	2	Green	Green	Green	Orange	Orange
-101	239	2	Green	Green	Green	Orange	Green
95	267	1	Orange	Orange	Orange	Green	Green
-193	96	2	Green	Green	Green	Green	Green
110	77	1	Orange	Orange	Orange	Orange	Green
-140	-263	2	Green	Green	Green	Orange	Orange
252	-176	1	Orange	Orange	Orange	Green	Green
174	-194	1	Orange	Green	Green	Green	Orange
225	112	1	Orange	Orange	Orange	Green	Green
270	-70	1	Orange	Orange	Orange	Orange	Orange
189	162	1	Orange	Orange	Orange	Orange	Green
-262	-1	2	Green	Green	Green	Orange	Orange
141	131	1	Orange	Orange	Green	Green	Green
266	295	1	Orange	Green	Green	Orange	Orange
-293	-72	2	Green	Green	Green	Green	Green
140	166	1	Orange	Orange	Orange	Orange	Green
-106	261	2	Green	Green	Green	Green	Orange
393	-173	1	Orange	Orange	Orange	Orange	Green
252	91	1	Orange	Orange	Green	Orange	Orange
386	-225	1	Orange	Orange	Orange	Orange	Orange
-180	-140	2	Green	Green	Green	Orange	Green
285	-68	1	Orange	Orange	Orange	Green	Orange
190	-292	1	Orange	Orange	Green	Green	Orange
113	-71	1	Orange	Orange	Green	Orange	Green
78	222	1	Orange	Green	Orange	Orange	Green
392	-96	1	Orange	Orange	Orange	Orange	Orange
15	-11	2	Green	Green	Orange	Orange	Green
212	60	1	Orange	Orange	Orange	Orange	Green
-108	-4	2	Green	Orange	Green	Orange	Orange
340	-188	1	Orange	Orange	Orange	Orange	Orange
-38	196	2	Green	Green	Orange	Green	Orange
-167	101	2	Green	Green	Orange	Green	Orange
171	177	1	Orange	Orange	Orange	Orange	Green
174	-235	1	Orange	Orange	Orange	Orange	Green
-119	134	2	Green	Green	Green	Green	Green
371	-53	1	Orange	Orange	Orange	Green	Green
115	193	1	Orange	Orange	Green	Orange	Green
-357	88	2	Green	Green	Green	Green	Orange
-198	170	2	Green	Green	Green	Green	Orange
-351	32	2	Green	Orange	Green	Green	Green
-9	18	2	Green	Green	Green	Green	Orange
-186	174	2	Green	Green	Green	Green	Orange
79	-286	1	Orange	Orange	Orange	Orange	Green
-249	-14	2	Green	Green	Orange	Green	Green
34	139	1	Orange	Orange	Orange	Orange	Green
-379	116	2	Green	Orange	Green	Green	Orange
-119	-13	2	Green	Green	Green	Green	Orange
-134	217	2	Green	Green	Green	Green	Green
-96	-37	2	Green	Green	Green	Orange	Orange
-338	-153	2	Green	Green	Orange	Green	Orange
-193	-258	2	Green	Green	Orange	Green	Green
-138	-240	2	Green	Green	Green	Orange	Green
307	-110	1	Orange	Orange	Green	Orange	Green
321	11	1	Orange	Orange	Orange	Orange	Green
-62	97	2	Green	Green	Green	Orange	Orange
385	-56	1	Orange	Orange	Orange	Orange	Orange
376	248	1	Orange	Orange	Orange	Orange	Green
-357	-124	2	Green	Green	Green	Green	Green
-61	-25	2	Green	Green	Green	Green	Orange
-225	-101	2	Green	Green	Green	Green	Orange
262	91	1	Orange	Orange	Orange	Orange	Green
-187	-145	2	Green	Green	Green	Green	Orange
-126	-13	2	Green	Green	Orange	Green	Orange
61	160	1	Orange	Orange	Orange	Green	Orange
398	-249	1	Orange	Orange	Orange	Green	Green
-25	225	2	Green	Green	Green	Orange	Green
-40	-97	2	Green	Green	Green	Green	Orange
-363	204	2	Green	Green	Green	Orange	Orange
-155	-92	2	Green	Green	Green	Green	Orange
-263	-100	2	Green	Green	Green	Orange	Green
-53	-14	2	Green	Orange	Green	Orange	Green
